"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Ohio","Butler",2025,273,91,177,4,1,0,0,151,77,55,0,0,69,204,0
"Ohio","Clark",2025,271,161,108,2,0,0,0,126,67,46,0,0,119,152,0
"Ohio","Clermont",2025,272,196,73,3,0,0,0,119,61,43,0,0,147,125,0
"Ohio","Clinton",2025,212,174,35,3,0,0,0,112,64,42,0,0,212,0,0
"Ohio","Columbiana",2025,46,46,0,0,0,0,0,31,24,12,0,0,0,0,46
"Ohio","Cuyahoga",2025,305,133,168,4,0,0,0,150,80,53,4,0,113,173,15
"Ohio","Delaware",2025,211,175,33,3,0,0,0,119,61,41,0,0,211,0,0
"Ohio","Franklin",2025,274,109,160,4,1,0,0,156,76,54,1,0,84,183,6
"Ohio","Geauga",2025,245,203,41,1,0,0,0,129,61,42,0,0,245,0,0
"Ohio","Greene",2025,214,180,32,2,0,0,0,105,61,41,0,0,214,0,0
"Ohio","Hamilton",2025,274,88,173,12,1,0,0,154,74,54,1,3,88,182,0
"Ohio","Jefferson",2025,273,138,134,1,0,0,0,101,71,50,0,0,97,176,0
"Ohio","Knox",2025,214,180,32,1,1,0,0,159,54,40,0,0,214,0,0
"Ohio","Lake",2025,302,198,99,5,0,0,0,133,74,43,0,0,199,103,0
"Ohio","Lawrence",2025,273,192,81,0,0,0,0,90,61,43,0,0,147,126,0
"Ohio","Licking",2025,214,181,32,1,0,0,0,119,64,41,0,0,214,0,0
"Ohio","Lorain",2025,237,207,29,1,0,0,0,119,54,39,0,0,237,0,0
"Ohio","Lucas",2025,273,114,150,8,1,0,0,154,79,53,0,0,89,184,0
"Ohio","Madison",2025,213,165,43,5,0,0,0,112,71,43,0,0,213,0,0
"Ohio","Mahoning",2025,302,190,110,2,0,0,0,122,68,44,0,0,158,144,0
"Ohio","Medina",2025,300,208,90,2,0,0,0,126,68,43,0,0,187,113,0
"Ohio","Miami",2025,209,173,35,1,0,0,0,101,64,41,0,0,209,0,0
"Ohio","Montgomery",2025,273,163,106,4,0,0,0,129,67,47,0,0,114,159,0
"Ohio","Noble",2025,238,211,27,0,0,0,0,90,51,39,0,0,232,6,0
"Ohio","Portage",2025,245,190,53,2,0,0,0,150,71,43,0,0,245,0,0
"Ohio","Preble",2025,274,170,102,2,0,0,0,115,67,45,1,0,145,128,0
"Ohio","Scioto",2025,273,160,111,1,0,1,0,238,64,45,0,0,0,266,7
"Ohio","Stark",2025,273,135,136,2,0,0,0,124,72,51,0,0,99,174,0
"Ohio","Summit",2025,304,196,105,3,0,0,0,126,68,44,0,0,154,150,0
"Ohio","Trumbull",2025,304,184,115,5,0,0,0,130,74,46,0,0,166,138,0
"Ohio","Warren",2025,272,178,87,7,0,0,0,126,71,44,0,0,172,100,0
"Ohio","Washington",2025,211,183,26,2,0,0,0,105,61,41,0,0,211,0,0
"Ohio","Wood",2025,244,208,35,1,0,0,0,108,58,39,0,0,244,0,0
"Oklahoma","Adair",2025,179,106,71,0,2,0,0,184,64,45,1,0,84,91,3
"Oklahoma","Canadian",2025,214,167,45,2,0,0,0,115,61,44,0,0,214,0,0
"Oklahoma","Carter",2025,251,203,47,0,1,0,0,155,55,33,0,0,0,251,0
"Oklahoma","Cleveland",2025,272,146,123,3,0,0,0,130,67,49,0,0,136,136,0
"Oklahoma","Comanche",2025,271,173,95,3,0,0,0,128,67,45,0,0,157,114,0
"Oklahoma","Creek",2025,211,169,42,0,0,0,0,97,58,43,0,0,211,0,0
"Oklahoma","Dewey",2025,272,154,117,0,1,0,0,164,71,49,0,0,157,115,0
"Oklahoma","Grant",2025,20,18,2,0,0,0,0,58,52,29,0,0,0,20,0
"Oklahoma","Kay",2025,269,184,83,2,0,0,0,141,58,38,0,0,0,269,0
"Oklahoma","Kiowa",2025,210,162,48,0,0,0,0,97,64,44,0,0,210,0,0
"Oklahoma","Love",2025,214,157,51,5,1,0,0,169,74,45,0,0,214,0,0
"Oklahoma","Mayes",2025,123,110,13,0,0,0,0,87,51,40,0,0,123,0,0
"Oklahoma","McClain",2025,228,178,49,1,0,0,0,126,67,43,0,0,228,0,0
"Oklahoma","Oklahoma",2025,274,132,135,6,0,0,1,459,74,51,1,5,127,138,3
"Oklahoma","Osage",2025,222,178,42,2,0,0,0,105,61,43,0,0,222,0,0
"Oklahoma","Ottawa",2025,273,145,126,1,0,0,1,305,66,49,0,0,71,192,10
"Oklahoma","Pittsburg",2025,273,158,112,3,0,0,0,140,64,48,0,0,116,157,0
"Oklahoma","Sequoyah",2025,211,152,57,2,0,0,0,138,57,42,0,0,69,142,0
"Oklahoma","Tulsa",2025,274,126,147,0,0,0,1,508,77,51,1,0,126,143,4
"Oklahoma","Washington",2025,273,179,92,1,1,0,0,168,62,44,0,0,160,113,0
"Oregon","Baker",2025,181,161,20,0,0,0,0,68,52,25,0,0,0,181,0
"Oregon","Clackamas",2025,180,169,11,0,0,0,0,90,46,27,0,0,57,123,0
"Oregon","Columbia",2025,181,175,6,0,0,0,0,69,40,25,0,0,47,134,0
"Oregon","Crook",2025,181,146,35,0,0,0,0,75,55,24,0,0,0,181,0
"Oregon","Deschutes",2025,181,169,12,0,0,0,0,58,43,22,0,0,0,181,0
"Oregon","Grant",2025,180,120,60,0,0,0,0,86,69,34,0,0,0,180,0
"Oregon","Harney",2025,181,128,53,0,0,0,0,93,60,26,0,0,0,181,0
"Oregon","Jackson",2025,181,134,47,0,0,0,0,80,66,42,0,0,55,126,0
"Oregon","Jefferson",2025,181,157,24,0,0,0,0,77,55,22,0,0,0,181,0
"Oregon","Josephine",2025,181,138,42,1,0,0,0,109,61,31,0,0,0,181,0
"Oregon","Klamath",2025,181,129,52,0,0,0,0,83,66,32,0,0,0,181,0
"Oregon","Lake",2025,180,149,30,1,0,0,0,105,66,24,0,0,0,180,0
"Oregon","Lane",2025,181,117,60,4,0,0,0,117,64,42,0,0,46,135,0
"Oregon","Linn",2025,181,153,28,0,0,0,0,89,56,24,0,0,0,181,0
"Oregon","Marion",2025,181,154,27,0,0,0,0,85,54,34,0,0,57,124,0
"Oregon","Multnomah",2025,182,150,32,0,0,0,0,87,55,38,1,0,114,67,0
"Oregon","Umatilla",2025,181,144,37,0,0,0,0,79,57,39,0,0,52,129,0
"Oregon","Union",2025,181,168,13,0,0,0,0,70,42,22,0,0,0,181,0
"Oregon","Wallowa",2025,181,165,16,0,0,0,0,62,48,23,0,0,0,181,0
"Oregon","Wasco",2025,181,168,13,0,0,0,0,65,42,23,0,0,0,181,0
"Oregon","Washington",2025,182,154,28,0,0,0,0,88,54,36,1,0,108,73,0
"Pennsylvania","Adams",2025,260,192,68,0,0,0,0,100,61,42,33,0,166,61,0
"Pennsylvania","Allegheny",2025,182,94,86,2,0,0,0,129,80,49,1,0,89,92,0
"Pennsylvania","Armstrong",2025,210,143,67,0,0,0,0,93,61,42,0,0,99,111,0
"Pennsylvania","Beaver",2025,212,115,96,1,0,0,0,131,70,47,0,1,85,126,0
"Pennsylvania","Berks",2025,212,139,71,2,0,0,0,122,65,44,0,0,116,96,0
"Pennsylvania","Blair",2025,210,151,58,1,0,0,0,115,63,41,0,0,129,81,0
"Pennsylvania","Bradford",2025,199,154,45,0,0,0,0,87,56,39,0,2,116,81,0
"Pennsylvania","Bucks",2025,208,182,24,2,0,0,0,133,58,35,0,41,167,0,0
"Pennsylvania","Cambria",2025,269,209,59,1,0,0,0,115,58,37,58,1,103,107,0
"Pennsylvania","Centre",2025,242,173,68,1,0,0,0,101,63,43,0,0,172,70,0
"Pennsylvania","Chester",2025,210,145,63,1,1,0,0,157,64,44,0,0,112,98,0
"Pennsylvania","Cumberland",2025,212,144,68,0,0,0,0,86,63,37,0,0,0,212,0
"Pennsylvania","Dauphin",2025,212,132,80,0,0,0,0,93,64,44,0,0,86,126,0
"Pennsylvania","Delaware",2025,212,139,70,2,1,0,0,153,66,44,0,0,81,131,0
"Pennsylvania","Elk",2025,243,230,13,0,0,0,0,84,48,38,0,0,243,0,0
"Pennsylvania","Erie",2025,274,223,51,0,0,0,0,99,58,31,64,7,54,149,0
"Pennsylvania","Fayette",2025,212,163,49,0,0,0,0,93,58,41,0,0,141,71,0
"Pennsylvania","Franklin",2025,157,146,11,0,0,0,0,77,47,37,0,0,157,0,0
"Pennsylvania","Greene",2025,212,163,48,1,0,0,0,105,58,41,0,0,136,76,0
"Pennsylvania","Indiana",2025,212,143,68,1,0,0,0,122,61,42,0,0,114,98,0
"Pennsylvania","Lackawanna",2025,268,214,54,0,0,0,0,90,58,36,56,15,139,58,0
"Pennsylvania","Lancaster",2025,210,126,82,2,0,0,0,119,72,46,0,0,101,109,0
"Pennsylvania","Lebanon",2025,212,132,78,2,0,0,0,108,65,44,0,0,97,115,0
"Pennsylvania","Lehigh",2025,208,146,61,1,0,0,0,115,67,42,0,0,114,94,0
"Pennsylvania","Lycoming",2025,207,152,54,1,0,0,0,105,62,43,0,0,115,92,0
"Pennsylvania","Mercer",2025,243,189,51,3,0,0,0,115,63,41,0,0,190,53,0
"Pennsylvania","Monroe",2025,179,167,12,0,0,0,0,97,47,35,0,0,179,0,0
"Pennsylvania","Montgomery",2025,212,152,59,1,0,0,0,133,62,41,0,0,109,103,0
"Pennsylvania","Northampton",2025,212,150,61,1,0,0,0,122,62,39,0,3,102,107,0
"Pennsylvania","Philadelphia",2025,182,94,83,5,0,0,0,147,71,50,1,4,77,100,0
"Pennsylvania","Somerset",2025,243,229,14,0,0,0,0,93,46,37,0,0,243,0,0
"Pennsylvania","Susquehanna",2025,158,136,22,0,0,0,0,58,52,22,0,0,0,158,0
"Pennsylvania","Tioga",2025,212,167,45,0,0,0,0,97,58,40,0,0,134,78,0
"Pennsylvania","Washington",2025,212,151,61,0,0,0,0,100,60,42,0,0,109,103,0
"Pennsylvania","Westmoreland",2025,207,153,53,1,0,0,0,126,61,39,0,0,121,86,0
"Pennsylvania","Wyoming",2025,207,172,35,0,0,0,0,79,54,26,0,0,0,207,0
"Pennsylvania","York",2025,212,139,72,1,0,0,0,101,66,45,0,1,116,95,0
"Puerto Rico","Bayamon",2025,113,100,11,2,0,0,0,102,54,29,0,0,0,113,0
"Puerto Rico","Caguas",2025,157,148,9,0,0,0,0,63,29,3,100,0,0,57,0
"Puerto Rico","Catano",2025,175,113,62,0,0,0,0,93,60,44,0,0,0,158,17
"Puerto Rico","Fajardo",2025,56,48,8,0,0,0,0,65,59,29,0,0,0,56,0
"Puerto Rico","Guayama",2025,28,28,0,0,0,0,0,40,38,18,0,0,0,0,28
"Puerto Rico","Guaynabo",2025,57,49,8,0,0,0,0,66,59,30,0,0,0,57,0
"Puerto Rico","Mayagnez",2025,163,158,1,2,0,1,1,350,28,12,0,0,163,0,0
"Puerto Rico","Ponce",2025,121,110,11,0,0,0,0,67,41,5,61,0,0,60,0
"Rhode Island","Kent",2025,240,217,23,0,0,0,0,90,50,35,0,0,133,107,0
"Rhode Island","Providence",2025,249,173,75,0,1,0,0,196,61,40,1,8,16,218,6
"Rhode Island","Washington",2025,243,184,55,4,0,0,0,129,66,42,0,0,152,91,0
"South Carolina","Aiken",2025,229,204,25,0,0,0,0,71,51,39,0,0,229,0,0
"South Carolina","Anderson",2025,229,206,23,0,0,0,0,84,51,41,0,0,229,0,0
"South Carolina","Berkeley",2025,230,212,18,0,0,0,0,84,49,36,0,0,230,0,0
"South Carolina","Charleston",2025,273,161,111,1,0,0,0,105,59,47,0,0,100,172,1
"South Carolina","Chesterfield",2025,273,167,105,1,0,0,0,103,59,46,0,0,83,190,0
"South Carolina","Darlington",2025,221,193,28,0,0,0,0,97,51,42,0,0,221,0,0
"South Carolina","Edgefield",2025,273,186,87,0,0,0,0,98,58,44,0,0,95,178,0
"South Carolina","Florence",2025,269,173,96,0,0,0,0,99,58,44,0,0,0,269,0
"South Carolina","Greenville",2025,273,147,126,0,0,0,0,93,64,48,0,0,128,145,0
"South Carolina","Horry",2025,273,218,52,1,2,0,0,170,57,41,0,0,140,133,0
"South Carolina","Richland",2025,274,157,117,0,0,0,0,83,60,48,1,1,106,166,0
"South Carolina","Spartanburg",2025,273,143,130,0,0,0,0,93,62,49,0,0,108,165,0
"South Carolina","York",2025,269,206,63,0,0,0,0,93,60,44,0,0,176,93,0
"South Dakota","Brookings",2025,181,96,82,2,1,0,0,154,73,48,0,0,44,136,1
"South Dakota","Brown",2025,178,155,23,0,0,0,0,84,54,25,0,0,0,144,34
"South Dakota","Clay",2025,167,138,29,0,0,0,0,74,57,37,0,0,106,61,0
"South Dakota","Codington",2025,179,147,30,1,1,0,0,154,57,33,0,0,79,92,8
"South Dakota","Custer",2025,181,131,50,0,0,0,0,87,61,46,0,0,128,53,0
"South Dakota","Hughes",2025,179,169,10,0,0,0,0,88,41,14,0,0,0,179,0
"South Dakota","Jackson",2025,181,142,39,0,0,0,0,77,54,44,0,0,102,79,0
"South Dakota","Meade",2025,181,172,9,0,0,0,0,71,49,42,0,0,171,0,10
"South Dakota","Minnehaha",2025,182,150,31,1,0,0,0,115,58,36,1,0,147,32,2
"South Dakota","Pennington",2025,181,143,37,1,0,0,0,107,60,31,0,2,0,118,61
"Tennessee","Anderson",2025,122,111,10,1,0,0,0,105,50,42,0,0,122,0,0
"Tennessee","Blount",2025,224,156,67,1,0,0,0,101,58,46,0,0,115,109,0
"Tennessee","Claiborne",2025,241,232,9,0,0,0,0,100,46,36,0,0,241,0,0
"Tennessee","Davidson",2025,274,142,131,1,0,0,0,136,64,50,1,4,105,164,0
"Tennessee","DeKalb",2025,237,226,11,0,0,0,0,84,47,35,0,0,237,0,0
"Tennessee","Dyer",2025,180,143,37,0,0,0,0,72,55,34,0,0,0,180,0
"Tennessee","Hamilton",2025,181,116,63,2,0,0,0,141,61,45,0,0,57,124,0
"Tennessee","Jefferson",2025,122,108,14,0,0,0,0,93,51,42,0,0,122,0,0
"Tennessee","Knox",2025,273,167,105,0,1,0,0,156,60,46,0,0,72,201,0
"Tennessee","Lawrence",2025,172,139,33,0,0,0,0,68,53,34,0,0,0,172,0
"Tennessee","Loudon",2025,181,148,33,0,0,0,0,100,55,41,0,0,71,110,0
"Tennessee","Madison",2025,181,144,37,0,0,0,0,68,54,33,0,0,0,181,0
"Tennessee","Maury",2025,174,148,26,0,0,0,0,74,55,34,0,0,0,174,0
"Tennessee","McMinn",2025,173,134,39,0,0,0,0,71,57,37,0,0,0,173,0
"Tennessee","Montgomery",2025,176,149,27,0,0,0,0,69,54,31,0,0,0,176,0
"Tennessee","Putnam",2025,175,155,20,0,0,0,0,66,52,30,0,0,0,175,0
"Tennessee","Roane",2025,176,148,28,0,0,0,0,68,53,29,0,0,0,176,0
"Tennessee","Sevier",2025,223,211,12,0,0,0,0,84,48,41,0,0,223,0,0
"Tennessee","Shelby",2025,182,117,65,0,0,0,0,90,61,45,1,0,103,76,2
"Tennessee","Sullivan",2025,181,143,38,0,0,0,0,90,57,42,0,0,91,90,0
"Tennessee","Sumner",2025,177,126,50,1,0,0,0,119,59,44,0,0,83,94,0
"Tennessee","Williamson",2025,122,108,14,0,0,0,0,80,51,40,0,0,122,0,0
"Tennessee","Wilson",2025,120,107,13,0,0,0,0,77,51,39,0,0,120,0,0
"Texas","Atascosa",2025,157,91,66,0,0,0,0,92,71,45,0,0,0,157,0
"Texas","Bell",2025,243,149,90,4,0,0,0,140,65,47,0,0,140,103,0
"Texas","Bexar",2025,244,97,142,5,0,0,0,122,77,53,1,2,85,151,5
"Texas","Bowie",2025,241,138,102,1,0,0,0,107,59,47,0,0,0,241,0
"Texas","Brazoria",2025,243,206,35,2,0,0,0,122,61,33,0,6,219,18,0
"Texas","Brazos",2025,224,142,82,0,0,0,0,78,60,43,0,0,0,224,0
"Texas","Brewster",2025,255,176,78,0,1,0,0,164,69,44,0,0,173,82,0
"Texas","Cameron",2025,243,77,161,5,0,0,0,139,76,55,0,0,35,208,0
"Texas","Collin",2025,209,176,26,6,1,0,0,151,67,39,0,0,209,0,0
"Texas","Culberson",2025,20,16,4,0,0,0,0,75,67,24,0,0,0,20,0
"Texas","Dallas",2025,212,87,120,4,0,0,1,304,70,53,0,4,75,132,1
"Texas","Denton",2025,212,132,75,4,1,0,0,163,72,47,0,0,134,78,0
"Texas","Ector",2025,243,157,84,0,2,0,0,183,62,43,0,0,0,243,0
"Texas","El Paso",2025,244,31,155,28,12,6,12,2122,158,74,1,2,78,49,114
"Texas","Ellis",2025,210,195,15,0,0,0,0,84,50,33,0,4,206,0,0
"Texas","Galveston",2025,243,132,105,4,2,0,0,179,67,48,0,0,117,126,0
"Texas","Gregg",2025,243,216,26,1,0,0,0,115,51,36,0,0,243,0,0
"Texas","Harris",2025,274,24,223,20,7,0,0,172,100,63,1,1,81,172,19
"Texas","Harrison",2025,243,151,92,0,0,0,0,100,59,45,0,0,78,165,0
"Texas","Hidalgo",2025,243,88,151,4,0,0,0,140,74,54,0,0,38,197,8
"Texas","Hood",2025,205,180,24,1,0,0,0,119,54,37,0,0,205,0,0
"Texas","Hunt",2025,209,198,11,0,0,0,0,93,48,33,0,15,194,0,0
"Texas","Jefferson",2025,243,103,140,0,0,0,0,93,64,52,0,0,61,182,0
"Texas","Johnson",2025,203,186,16,1,0,0,0,101,50,34,0,0,203,0,0
"Texas","Karnes",2025,234,234,0,0,0,0,0,32,13,4,0,234,0,0,0
"Texas","Kaufman",2025,212,135,75,2,0,0,0,126,61,45,0,4,73,135,0
"Texas","Kleberg",2025,120,62,57,1,0,0,0,107,74,49,0,0,0,120,0
"Texas","Lubbock",2025,237,213,22,1,1,0,0,167,52,25,0,0,0,237,0
"Texas","Maverick",2025,237,142,95,0,0,0,0,90,66,41,0,0,0,237,0
"Texas","McLennan",2025,244,106,135,3,0,0,0,142,67,52,4,0,70,170,0
"Texas","Montgomery",2025,241,74,160,7,0,0,0,133,67,55,0,0,62,179,0
"Texas","Navarro",2025,210,122,87,1,0,0,0,107,63,48,0,0,105,105,0
"Texas","Nueces",2025,243,85,150,8,0,0,0,137,80,55,0,0,46,194,3
"Texas","Orange",2025,243,137,106,0,0,0,0,71,58,47,0,0,58,185,0
"Texas","Parker",2025,200,177,23,0,0,0,0,93,51,36,0,0,200,0,0
"Texas","Polk",2025,223,211,11,1,0,0,0,105,44,33,0,0,223,0,0
"Texas","Potter",2025,228,213,15,0,0,0,0,85,41,16,0,0,0,228,0
"Texas","Randall",2025,239,193,46,0,0,0,0,97,64,42,0,0,239,0,0
"Texas","Rockwall",2025,192,184,6,2,0,0,0,108,45,31,0,0,192,0,0
"Texas","Smith",2025,243,224,19,0,0,0,0,93,50,35,0,8,235,0,0
"Texas","Tarrant",2025,213,67,137,8,1,0,0,162,79,56,1,1,67,144,0
"Texas","Travis",2025,244,100,142,2,0,0,0,126,71,53,1,1,72,167,3
"Texas","Victoria",2025,238,218,20,0,0,0,0,97,49,31,0,0,238,0,0
"Texas","Webb",2025,244,126,116,2,0,0,0,115,71,48,1,0,108,132,3
"Texas","Wilson",2025,241,241,0,0,0,0,0,41,17,7,0,241,0,0,0
"Utah","Box Elder",2025,305,183,121,1,0,0,0,105,71,48,0,1,271,29,4
"Utah","Cache",2025,304,186,118,0,0,0,0,87,64,46,0,0,235,69,0
"Utah","Carbon",2025,272,171,99,2,0,0,0,108,71,47,0,0,256,16,0
"Utah","Davis",2025,304,181,116,7,0,0,0,119,80,48,0,11,246,43,4
"Utah","Duchesne",2025,303,180,121,2,0,0,0,112,77,47,0,0,193,90,20
"Utah","Garfield",2025,20,20,0,0,0,0,0,16,9,4,0,0,0,20,0
"Utah","Grand",2025,303,187,116,0,0,0,0,93,64,47,0,0,205,98,0
"Utah","Iron",2025,303,212,90,1,0,0,0,105,64,46,0,1,262,40,0
"Utah","Salt Lake",2025,305,113,177,14,1,0,0,175,90,54,1,6,204,83,11
"Utah","San Juan",2025,219,143,75,1,0,0,0,108,67,46,0,0,219,0,0
"Utah","Tooele",2025,304,214,89,1,0,0,0,101,67,45,0,0,256,48,0
"Utah","Uintah",2025,304,178,122,4,0,0,0,126,77,48,0,1,285,18,0
"Utah","Utah",2025,304,164,139,1,0,0,0,109,75,49,0,3,197,101,3
"Utah","Wasatch",2025,304,179,124,1,0,0,0,105,74,48,0,0,239,65,0
"Utah","Washington",2025,304,216,88,0,0,0,0,97,64,45,0,0,285,19,0
"Utah","Wayne",2025,18,18,0,0,0,0,0,19,8,4,0,0,0,18,0
"Utah","Weber",2025,305,187,116,2,0,0,0,119,77,47,1,6,258,36,4
"Vermont","Bennington",2025,181,150,31,0,0,0,0,93,54,39,0,0,147,34,0
"Vermont","Chittenden",2025,182,166,14,2,0,0,0,108,49,40,1,0,161,20,0
"Vermont","Rutland",2025,180,142,38,0,0,0,0,92,57,38,0,0,124,56,0
"Vermont","Windham",2025,20,20,0,0,0,0,0,46,33,12,0,0,0,20,0
"Virgin Islands","St John",2025,20,20,0,0,0,0,0,37,29,18,0,0,0,20,0
"Virginia","Albemarle",2025,271,211,60,0,0,0,0,77,58,41,0,0,117,154,0
"Virginia","Arlington",2025,283,240,41,2,0,0,0,140,56,40,0,24,216,43,0
"Virginia","Bristol City",2025,97,76,21,0,0,0,0,61,55,33,0,0,0,97,0
"Virginia","Caroline",2025,212,204,8,0,0,0,0,74,46,37,0,0,212,0,0
"Virginia","Carroll",2025,45,45,0,0,0,0,0,19,17,9,0,0,0,0,45
"Virginia","Charles",2025,272,241,30,1,0,0,0,101,51,38,0,0,143,129,0
"Virginia","Chesterfield",2025,272,210,62,0,0,0,0,80,56,42,0,0,110,162,0
"Virginia","Fairfax",2025,274,205,68,1,0,0,0,124,64,44,1,15,145,113,0
"Virginia","Fauquier",2025,214,208,6,0,0,0,0,77,44,36,0,0,214,0,0
"Virginia","Frederick",2025,284,200,84,0,0,0,0,85,62,42,0,0,112,172,0
"Virginia","Giles",2025,237,219,18,0,0,0,0,80,49,39,0,0,237,0,0
"Virginia","Hampton City",2025,274,221,52,1,0,0,0,105,53,41,1,1,149,123,0
"Virginia","Hanover",2025,214,206,8,0,0,0,0,77,46,37,0,0,214,0,0
"Virginia","Henrico",2025,283,207,76,0,0,0,0,85,56,41,0,0,147,136,0
"Virginia","Hopewell City",2025,33,33,0,0,0,0,0,15,12,6,0,0,0,0,33
"Virginia","Loudoun",2025,273,207,65,1,0,0,0,120,61,43,0,1,165,107,0
"Virginia","Lynchburg City",2025,95,80,15,0,0,0,0,69,53,30,0,0,0,95,0
"Virginia","Madison",2025,238,197,41,0,0,0,0,87,59,41,0,0,146,92,0
"Virginia","Norfolk City",2025,274,232,42,0,0,0,0,94,53,33,2,17,0,255,0
"Virginia","Prince Edward",2025,222,215,7,0,0,0,0,67,45,35,0,0,222,0,0
"Virginia","Prince William",2025,272,256,16,0,0,0,0,87,48,38,0,2,270,0,0
"Virginia","Richmond City",2025,284,224,60,0,0,0,0,77,54,36,1,50,0,233,0
"Virginia","Roanoke",2025,274,221,53,0,0,0,0,80,56,39,1,2,131,140,0
"Virginia","Rockbridge",2025,232,224,8,0,0,0,0,67,45,35,0,0,213,19,0
"Virginia","Rockingham",2025,273,210,63,0,0,0,0,80,58,41,0,9,129,135,0
"Virginia","Salem City",2025,98,78,20,0,0,0,0,76,55,30,0,0,0,98,0
"Virginia","Stafford",2025,268,255,13,0,0,0,0,77,48,38,0,0,267,0,1
"Virginia","Suffolk City",2025,214,206,7,1,0,0,0,101,47,39,0,0,214,0,0
"Virginia","Virginia Beach City",2025,273,216,57,0,0,0,0,98,54,34,0,0,0,273,0
"Virginia","Wythe",2025,208,194,14,0,0,0,0,77,48,40,0,0,208,0,0
"Washington","Adams",2025,226,214,12,0,0,0,0,68,42,19,0,0,0,226,0
"Washington","Asotin",2025,240,177,61,1,1,0,0,151,65,35,0,0,0,240,0
"Washington","Benton",2025,243,216,27,0,0,0,0,68,51,35,0,0,101,108,34
"Washington","Chelan",2025,243,212,31,0,0,0,0,74,52,27,0,0,0,243,0
"Washington","Clallam",2025,243,215,28,0,0,0,0,60,52,26,0,0,6,237,0
"Washington","Clark",2025,243,217,26,0,0,0,0,80,51,31,0,0,108,135,0
"Washington","Columbia",2025,243,226,17,0,0,0,0,68,47,37,0,0,206,37,0
"Washington","Cowlitz",2025,190,174,16,0,0,0,0,72,46,21,0,0,0,190,0
"Washington","Franklin",2025,238,223,15,0,0,0,0,61,44,22,0,0,0,238,0
"Washington","Garfield",2025,243,233,10,0,0,0,0,80,38,18,0,0,0,243,0
"Washington","Grant",2025,243,218,25,0,0,0,0,76,51,26,0,0,0,243,0
"Washington","Grays Harbor",2025,243,238,5,0,0,0,0,76,36,19,0,0,0,243,0
"Washington","Jefferson",2025,230,222,8,0,0,0,0,59,36,19,0,0,0,230,0
"Washington","King",2025,243,164,79,0,0,0,0,90,61,43,0,7,98,138,0
"Washington","Kitsap",2025,236,227,9,0,0,0,0,58,39,21,0,0,0,236,0
"Washington","Kittitas",2025,243,206,37,0,0,0,0,81,54,22,0,0,0,243,0
"Washington","Klickitat",2025,19,16,3,0,0,0,0,55,53,14,0,0,0,19,0
"Washington","Lewis",2025,209,195,14,0,0,0,0,74,42,18,0,0,0,209,0
"Washington","Mason",2025,243,225,18,0,0,0,0,67,41,21,0,0,0,243,0
"Washington","Okanogan",2025,238,178,60,0,0,0,0,86,58,31,0,0,0,238,0
"Washington","Pacific",2025,243,243,0,0,0,0,0,39,24,15,0,0,0,243,0
"Washington","Pierce",2025,243,185,58,0,0,0,0,100,58,44,0,1,150,92,0
"Washington","Skagit",2025,241,234,7,0,0,0,0,55,35,22,0,0,0,241,0
"Washington","Snohomish",2025,243,168,75,0,0,0,0,87,62,41,0,0,0,243,0
"Washington","Spokane",2025,243,172,71,0,0,0,0,71,58,42,0,0,97,145,1
"Washington","Stevens",2025,243,197,45,1,0,0,0,119,57,27,0,0,0,221,22
"Washington","Thurston",2025,161,158,3,0,0,0,0,52,44,26,0,0,57,104,0
"Washington","Walla Walla",2025,243,209,34,0,0,0,0,80,54,25,0,0,0,143,100
"Washington","Whatcom",2025,237,229,8,0,0,0,0,58,43,30,0,0,94,143,0
"Washington","Whitman",2025,243,228,15,0,0,0,0,97,41,20,0,0,0,243,0
"Washington","Yakima",2025,243,197,46,0,0,0,0,87,58,34,0,0,0,211,32
"West Virginia","Berkeley",2025,127,103,24,0,0,0,0,77,58,40,0,0,93,34,0
"West Virginia","Brooke",2025,159,126,33,0,0,0,0,75,56,35,0,0,0,159,0
"West Virginia","Cabell",2025,181,134,47,0,0,0,0,92,58,41,0,0,73,108,0
"West Virginia","Greenbrier",2025,121,108,13,0,0,0,0,77,51,42,0,0,121,0,0
"West Virginia","Hancock",2025,181,135,45,1,0,0,0,101,59,42,0,0,73,108,0
"West Virginia","Harrison",2025,60,44,16,0,0,0,0,68,55,32,0,0,0,60,0
"West Virginia","Kanawha",2025,181,144,37,0,0,0,0,69,55,40,0,0,77,104,0
"West Virginia","Marion",2025,59,43,16,0,0,0,0,70,57,34,0,0,0,59,0
"West Virginia","Marshall",2025,154,98,56,0,0,0,0,81,63,41,0,0,0,154,0
"West Virginia","Monongalia",2025,129,102,26,1,0,0,0,105,63,43,0,0,100,29,0
"West Virginia","Ohio",2025,135,106,29,0,0,0,0,97,56,42,0,0,97,38,0
"West Virginia","Tucker",2025,241,227,14,0,0,0,0,71,47,38,0,0,241,0,0
"West Virginia","Wood",2025,139,116,23,0,0,0,0,77,55,39,0,0,106,33,0
"Wisconsin","Ashland",2025,181,155,23,2,1,0,0,188,58,39,0,0,138,43,0
"Wisconsin","Brown",2025,181,143,36,1,1,0,0,154,58,37,0,0,62,119,0
